route_no,hour_of_day,day_type,occupancy_pct,avg_wait_time_min,traffic_score,event_impact_score,active_buses_on_route,route_demand_index,temp_celsius,buses_to_add
47A,9,1,0.796,17.7,4.13,0.0,14,0.95,40.2,0
47A,22,0,0.45,9.6,1.41,0.0,11,0.95,29.6,0
21C,11,1,0.549,2.9,1.46,0.0,14,0.9,32.2,0
101,17,0,1.188,19.0,3.91,0.0,14,0.85,22.3,5
32B,3,1,0.271,6.1,1.08,0.0,11,0.68,24.5,0
15G,7,1,0.681,14.2,3.9,0.0,15,0.72,30.0,0
32B,6,0,0.525,4.6,1.0,0.0,10,0.68,27.8,0
15G,1,0,0.624,4.1,1.32,0.0,13,0.72,24.6,0
70,13,1,0.6,11.6,2.52,0.0,13,0.86,23.7,0
45A,14,0,0.783,7.6,1.57,0.0,11,0.91,36.2,0
29C,7,0,1.014,14.1,3.52,0.0,16,0.88,31.9,4
9A,5,0,0.38,3.7,1.54,0.0,16,0.93,33.5,0
9A,20,1,0.866,16.7,3.54,0.0,12,0.93,39.1,0
21C,16,1,0.243,8.0,2.1,0.0,15,0.9,41.5,0
102,3,0,0.2,13.2,2.06,0.0,8,0.65,28.8,0
29B,12,0,0.871,11.5,2.34,0.23,12,0.7,30.7,0
29C,0,0,0.2,2.3,1.0,0.1,12,0.88,29.2,0
21C,17,1,1.109,18.4,4.62,0.22,13,0.9,26.4,5
19C,14,1,0.712,6.7,1.47,0.0,13,0.78,37.5,0
19C,19,0,1.346,12.1,3.13,0.0,11,0.78,30.9,5
29B,18,0,1.051,21.3,4.63,0.48,10,0.7,36.8,2
27D,7,0,0.823,15.5,4.58,0.1,13,0.75,24.7,0
47A,22,0,0.657,4.0,1.44,0.0,15,0.95,27.8,0
12E,19,0,1.115,19.2,3.94,0.0,10,0.88,31.8,4
32B,7,0,0.754,12.7,3.43,0.0,11,0.68,36.8,0
47A,7,1,1.206,14.7,4.38,0.0,17,0.95,26.1,5
102,22,0,0.5,6.8,1.6,0.0,12,0.65,29.6,0
23C,14,0,0.833,9.1,1.48,0.0,11,0.92,30.4,0
9A,19,1,0.749,17.9,4.28,0.0,16,0.93,27.8,0
5C,15,0,0.664,8.2,1.82,0.71,11,0.85,26.5,0
47A,13,1,0.713,3.3,1.89,0.0,17,0.95,40.0,0
70,17,1,0.656,16.4,4.7,0.0,16,0.86,32.7,0
29B,18,1,0.444,18.1,5.0,0.0,12,0.7,37.6,0
70,5,0,0.2,2.3,1.07,0.0,15,0.86,35.1,0
5C,5,0,0.22,9.0,1.24,0.0,14,0.85,22.4,0
21C,15,0,0.59,8.0,1.78,0.0,12,0.9,38.5,0
27D,3,0,0.2,5.9,1.43,0.0,14,0.75,22.7,0
101,13,0,0.562,7.7,2.73,0.0,13,0.85,31.3,0
70,13,0,0.644,3.7,1.78,0.0,12,0.86,41.8,0
11D,3,0,0.2,8.7,1.58,0.0,14,0.7,28.6,0
15G,8,0,1.077,20.3,4.4,0.0,12,0.72,25.5,2
11D,15,0,0.438,8.4,2.27,0.0,15,0.7,23.6,0
27D,7,0,1.115,14.5,3.35,0.31,13,0.75,26.2,5
29B,20,0,0.787,15.9,4.01,0.0,10,0.7,29.9,0
47A,6,1,0.442,8.7,1.0,0.0,12,0.95,29.8,0
45A,10,0,1.198,12.0,2.79,0.0,17,0.91,25.7,5
21G,15,0,0.809,6.3,1.1,0.12,12,0.92,37.0,0
29B,18,1,0.598,16.6,4.88,0.0,14,0.7,33.1,0
47A,8,0,1.206,21.9,4.52,0.0,14,0.95,27.0,5
29B,21,0,0.712,9.8,2.04,0.0,12,0.7,29.8,0
32B,10,1,0.79,16.0,3.37,0.0,11,0.68,27.4,0
70,10,0,0.913,14.7,3.12,0.0,16,0.86,29.0,0
21C,4,1,0.2,10.8,1.7,0.0,15,0.9,41.0,0
12E,12,0,0.825,11.9,1.8,0.0,12,0.88,33.8,0
15G,19,0,0.788,22.5,4.87,0.0,14,0.72,32.9,0
70,10,0,1.158,10.6,2.91,0.0,15,0.86,22.1,5
12E,17,1,0.881,16.6,3.77,0.0,16,0.88,25.5,1
104,14,1,0.554,4.9,1.05,0.16,15,0.8,27.4,0
29B,21,0,0.594,3.8,1.29,0.0,15,0.7,36.1,0
104,23,0,0.439,3.4,1.36,0.0,14,0.8,39.4,0
23C,3,0,0.431,2.6,1.24,0.0,12,0.92,39.7,0
29C,14,1,0.477,9.1,1.84,0.17,12,0.88,38.5,0
29B,15,0,0.531,5.6,1.52,0.0,12,0.7,24.7,0
M70,18,1,0.434,23.6,4.81,0.0,8,0.6,30.3,0
11D,12,0,0.624,10.0,2.63,0.0,14,0.7,27.5,0
5C,11,0,0.619,6.8,1.9,0.0,16,0.85,40.6,0
11D,11,0,0.83,6.5,1.02,0.0,9,0.7,28.5,0
9A,13,0,0.993,8.2,2.03,0.41,15,0.93,22.9,3
47A,3,1,0.393,7.0,1.66,0.0,13,0.95,41.2,0
102,18,1,0.361,19.1,4.52,0.0,13,0.65,27.7,0
12E,1,0,0.214,6.2,1.56,0.29,15,0.88,25.0,0
27D,6,0,0.21,10.3,1.73,0.0,9,0.75,26.7,0
32B,19,0,0.936,20.0,4.81,0.0,9,0.68,39.0,0
27D,6,1,0.2,5.1,1.91,0.0,12,0.75,36.9,0
29B,8,1,0.921,16.7,5.0,0.0,15,0.7,36.9,1
32B,23,0,0.671,6.6,1.73,0.0,10,0.68,31.4,0
104,23,1,0.223,4.0,1.4,0.0,16,0.8,35.4,0
32B,0,1,0.262,6.3,1.25,0.0,9,0.68,36.1,0
15G,1,1,0.2,12.7,3.29,0.0,14,0.72,24.4,0
104,0,0,0.2,6.3,1.06,0.0,11,0.8,33.5,0
101,6,1,0.338,5.7,1.67,0.0,12,0.85,23.2,0
M70,23,1,0.481,3.9,1.0,0.28,14,0.6,35.4,0
104,8,1,0.814,21.2,4.36,0.0,10,0.8,41.5,0
5C,22,0,0.631,8.1,1.67,0.0,15,0.85,26.6,0
21C,18,1,0.945,17.1,4.77,0.0,13,0.9,27.2,3
102,21,0,0.667,7.1,1.17,0.0,13,0.65,29.9,0
47A,12,1,0.761,8.5,1.96,0.0,17,0.95,30.6,0
32B,9,0,1.042,22.4,4.45,0.38,8,0.68,32.6,3
5C,23,0,0.525,3.3,1.8,0.12,12,0.85,24.9,0
29B,16,0,0.568,8.8,1.53,0.0,13,0.7,29.3,0
101,22,0,0.582,4.7,1.31,0.0,14,0.85,34.4,0
12E,6,0,0.477,4.2,1.0,0.0,12,0.88,26.8,0
21G,22,1,0.245,3.1,1.03,0.0,12,0.92,37.9,0
M70,23,0,0.218,4.6,1.31,0.0,14,0.6,38.7,0
70,3,1,0.2,13.7,1.99,0.0,14,0.86,38.8,0
12E,8,1,0.85,18.4,4.86,0.0,15,0.88,28.6,1
11D,9,0,0.767,10.9,3.35,0.0,15,0.7,38.9,0
45A,15,0,0.647,8.2,1.6,0.0,15,0.91,24.9,0
32B,19,1,0.347,21.4,4.64,0.0,14,0.68,26.5,0
5C,21,1,0.758,9.5,1.96,0.0,16,0.85,22.8,0
29B,20,0,1.135,13.9,2.98,0.4,15,0.7,24.6,5
12E,22,0,0.522,8.1,2.27,0.0,14,0.88,37.2,0
32B,16,0,0.513,8.1,1.35,0.0,14,0.68,31.4,0
47A,0,0,0.363,3.7,1.33,0.0,16,0.95,39.5,0
101,14,0,0.643,4.1,1.46,0.1,15,0.85,39.5,0
23C,5,0,0.253,3.7,1.42,0.1,16,0.92,30.3,0
101,22,0,0.503,4.7,1.39,0.0,13,0.85,27.3,0
19C,11,0,0.615,7.6,1.19,0.0,11,0.78,22.7,0
29C,14,0,1.001,5.4,1.33,0.0,14,0.88,26.2,3
27D,7,0,1.04,15.6,4.12,0.0,10,0.75,36.5,1
23C,3,0,0.2,2.0,1.33,0.0,16,0.92,30.5,0
101,11,0,1.022,6.8,1.62,0.0,10,0.85,38.9,1
70,3,1,0.2,4.7,1.0,0.0,13,0.86,26.1,0
102,17,0,0.916,17.6,3.75,0.0,10,0.65,39.3,0
104,4,0,0.2,4.0,1.43,0.0,10,0.8,39.6,0
70,7,1,0.749,14.2,3.84,0.0,13,0.86,26.0,0
23C,1,0,0.2,7.1,1.39,0.0,13,0.92,28.9,0
5C,22,0,0.683,7.3,1.48,0.0,13,0.85,40.5,0
19C,1,0,0.2,8.6,1.61,0.0,11,0.78,35.2,0
21G,8,1,0.926,14.0,4.6,0.0,12,0.92,36.3,1
11D,21,0,1.151,11.1,1.29,0.0,9,0.7,30.2,3
104,10,0,1.038,14.1,3.59,0.0,16,0.8,26.9,3
101,3,0,0.2,2.7,1.79,0.0,15,0.85,34.6,0
5C,10,0,1.274,8.6,2.21,0.0,11,0.85,35.2,5
101,20,1,0.655,20.1,4.17,0.0,13,0.85,25.0,0
15G,18,0,1.081,21.8,5.0,0.0,11,0.72,23.1,2
29B,11,0,0.753,9.1,1.06,0.0,9,0.7,31.9,0
70,23,1,0.2,5.3,1.23,0.0,12,0.86,29.5,0
21C,10,0,1.182,15.7,3.42,0.0,12,0.9,38.0,4
5C,14,1,0.53,6.3,1.53,0.0,12,0.85,27.0,0
12E,13,1,0.557,10.1,2.15,0.0,15,0.88,30.0,0
21C,8,0,1.329,18.4,4.48,0.0,12,0.9,26.1,5
11D,12,0,0.713,12.6,2.31,0.0,11,0.7,38.9,0
29B,17,0,0.893,16.8,4.14,0.0,13,0.7,37.3,2
M70,14,0,0.735,7.8,1.16,0.0,13,0.6,29.5,0
70,1,1,0.2,7.0,1.37,0.0,10,0.86,24.8,0
29B,21,1,0.768,8.1,1.42,0.66,11,0.7,34.6,0
23C,0,0,0.2,5.0,1.4,0.0,11,0.92,35.3,0
102,4,0,0.2,11.9,2.51,0.0,12,0.65,28.3,0
70,5,1,0.2,9.3,1.82,0.0,14,0.86,28.6,0
47A,4,1,0.204,6.3,1.62,0.0,15,0.95,25.9,0
12E,8,0,1.343,17.2,3.82,0.0,11,0.88,24.2,4
M70,22,0,0.404,6.1,1.33,0.0,12,0.6,26.2,0
29B,21,1,0.869,5.8,1.18,0.38,14,0.7,31.1,0
M70,17,0,1.192,14.2,3.18,0.42,14,0.6,22.2,4
21G,12,1,0.665,8.7,1.8,0.0,12,0.92,40.2,0
70,3,0,0.2,2.0,1.03,0.0,13,0.86,29.6,0
47A,21,1,1.088,5.1,1.56,0.0,13,0.95,38.9,4
21G,6,0,0.63,5.4,1.61,0.0,14,0.92,35.8,0
104,10,1,0.713,14.3,3.27,0.0,13,0.8,25.5,0
23C,5,1,0.21,8.5,1.02,0.0,17,0.92,39.8,0
45A,17,1,0.713,19.7,3.99,0.0,12,0.91,31.0,0
23C,13,0,0.836,10.0,2.26,0.0,16,0.92,23.7,0
29B,15,0,0.317,7.6,1.79,0.0,14,0.7,41.8,0
5C,1,0,0.2,5.0,1.91,0.0,16,0.85,32.7,0
47A,17,0,1.329,16.8,4.1,0.0,15,0.95,26.5,5
70,0,0,0.2,6.9,1.0,0.0,11,0.86,32.3,0
27D,0,1,0.228,12.1,1.97,0.21,15,0.75,33.3,0
23C,20,0,1.407,11.6,3.56,0.1,14,0.92,37.2,5
21C,19,0,1.268,16.7,4.19,0.0,16,0.9,38.4,4
11D,15,1,0.25,6.9,1.42,0.0,9,0.7,37.8,0
32B,23,0,0.447,10.9,1.63,0.17,8,0.68,26.5,0
12E,19,0,1.043,15.9,4.99,0.0,13,0.88,28.0,4
27D,4,0,0.2,9.8,2.02,0.0,11,0.75,37.4,0
12E,22,0,0.427,4.8,1.51,0.0,15,0.88,27.8,0
21C,9,1,1.039,16.1,4.41,0.0,14,0.9,29.9,4
19C,6,1,0.466,8.2,1.66,0.0,10,0.78,41.4,0
32B,9,0,1.008,15.8,3.99,0.0,10,0.68,40.2,2
12E,7,1,0.717,16.6,4.13,0.0,14,0.88,28.3,0
9A,14,0,1.065,5.9,1.81,0.0,12,0.93,38.5,4
5C,14,0,0.621,6.7,1.44,0.0,16,0.85,40.0,0
102,18,1,0.473,20.5,4.87,0.0,9,0.65,31.6,0
29B,16,0,0.402,7.9,1.7,0.0,9,0.7,38.7,0
9A,15,0,0.68,5.1,1.75,0.0,12,0.93,37.3,0
27D,8,0,1.066,16.5,4.52,0.11,14,0.75,34.4,3
27D,11,0,0.74,4.9,1.35,0.2,11,0.75,27.1,0
27D,20,0,0.913,17.0,3.62,0.0,10,0.75,41.5,0
9A,5,1,0.461,2.7,1.23,0.43,15,0.93,22.6,0
102,2,1,0.2,6.5,1.6,0.0,11,0.65,34.8,0
70,20,0,0.861,21.3,4.19,0.0,14,0.86,33.7,0
5C,14,1,0.507,3.2,1.0,0.0,11,0.85,38.0,0
M70,14,1,0.537,5.0,1.11,0.0,11,0.6,37.9,0
70,10,1,0.681,13.5,3.48,0.0,10,0.86,31.6,0
45A,10,0,1.143,12.4,3.02,0.28,14,0.91,28.6,5
29C,6,0,0.903,8.7,1.24,0.0,12,0.88,36.0,0
21C,9,0,1.006,15.0,3.99,0.0,15,0.9,26.3,4
47A,17,1,0.909,13.8,3.22,0.0,12,0.95,41.8,1
70,1,1,0.2,6.2,1.0,0.0,16,0.86,27.1,0
29C,10,0,1.301,15.0,3.13,0.0,11,0.88,27.5,4
9A,10,0,1.482,11.7,2.89,0.39,13,0.93,31.3,5
9A,18,0,0.97,17.9,4.32,0.0,14,0.93,29.5,4
101,13,0,0.863,10.7,2.72,0.23,10,0.85,23.2,1
M70,11,1,0.534,4.9,1.14,0.0,12,0.6,29.8,0
27D,8,0,1.042,23.0,4.76,0.3,14,0.75,32.3,4
9A,2,0,0.272,7.8,2.1,0.0,16,0.93,39.5,0
5C,6,0,0.738,4.7,1.7,0.0,13,0.85,34.7,0
11D,20,0,1.03,13.3,3.5,0.0,13,0.7,22.2,3
5C,13,1,0.485,8.5,2.51,0.0,13,0.85,25.3,0
9A,12,1,0.677,9.7,1.99,0.0,16,0.93,27.6,0
101,15,1,0.445,8.0,1.7,0.0,12,0.85,22.9,0
32B,6,1,0.432,8.8,1.37,0.0,10,0.68,37.3,0
101,8,0,1.124,18.2,4.46,0.16,14,0.85,40.1,5
27D,11,0,0.968,8.1,1.87,0.0,13,0.75,35.7,0
101,5,0,0.2,4.3,1.76,0.0,13,0.85,34.8,0
32B,22,0,0.513,7.8,1.79,0.0,9,0.68,40.8,0
21C,7,0,1.172,17.0,3.98,0.0,12,0.9,32.4,5
15G,19,0,0.849,15.9,4.25,0.0,14,0.72,30.3,0
32B,18,0,0.949,18.0,4.22,0.0,13,0.68,33.6,2
11D,1,0,0.2,7.5,1.36,0.0,11,0.7,38.7,0
23C,2,0,0.262,5.6,1.25,0.29,17,0.92,40.0,0
21G,0,1,0.259,9.7,1.82,0.0,17,0.92,26.0,0
21G,20,0,1.206,16.1,3.59,0.0,16,0.92,39.0,5
29C,18,1,0.912,19.8,5.0,0.0,13,0.88,33.5,0
21C,4,1,0.2,6.7,1.65,0.0,15,0.9,29.9,0
47A,18,0,1.149,18.3,4.48,0.0,16,0.95,35.3,5
21C,6,0,0.914,2.9,1.13,0.45,15,0.9,30.5,0
9A,7,0,1.367,13.4,3.82,0.0,13,0.93,41.9,4
45A,16,1,0.615,8.4,1.62,0.18,14,0.91,28.5,0
11D,0,0,0.2,6.3,1.61,0.0,11,0.7,38.8,0
21G,16,0,0.637,7.8,1.24,0.0,11,0.92,35.3,0
12E,12,0,0.877,9.9,2.35,0.0,10,0.88,41.4,0
5C,23,0,0.295,7.5,1.61,0.0,13,0.85,34.9,0
21G,22,1,0.546,4.7,1.51,0.0,14,0.92,32.1,0
104,14,1,0.688,9.8,2.03,0.0,12,0.8,39.1,0
11D,8,1,0.904,23.1,4.57,0.0,9,0.7,37.4,2
47A,19,0,1.136,18.6,4.13,0.0,13,0.95,28.0,4
9A,15,0,0.375,3.3,1.63,0.0,17,0.93,28.0,0
101,21,0,0.953,4.1,1.77,0.0,12,0.85,36.8,1
27D,15,1,0.384,7.3,1.04,0.0,12,0.75,26.4,0
45A,7,0,1.259,14.1,3.75,0.0,14,0.91,33.1,5
29B,15,1,0.471,4.8,1.0,0.0,15,0.7,23.5,0
23C,5,0,0.229,3.2,1.76,0.0,14,0.92,39.4,0
5C,16,1,0.2,5.0,1.07,0.0,13,0.85,25.1,0
9A,19,0,1.327,17.8,4.01,0.0,11,0.93,32.5,5
15G,23,1,0.347,3.8,1.3,0.0,12,0.72,26.2,0
45A,16,0,0.362,5.8,1.69,0.0,16,0.91,34.3,0
5C,10,0,1.089,16.2,4.02,0.0,13,0.85,31.8,4
104,0,1,0.2,6.4,1.57,0.0,12,0.8,37.3,0
15G,17,1,0.767,22.6,4.07,0.0,9,0.72,26.4,0
29C,19,0,1.367,17.6,4.42,0.0,14,0.88,23.2,5
21C,8,0,1.041,19.5,4.68,0.0,15,0.9,36.8,3
45A,6,1,0.338,4.4,1.42,0.0,13,0.91,24.2,0
15G,3,1,0.2,10.7,1.66,0.0,13,0.72,30.0,0
32B,8,0,0.854,17.9,4.35,0.0,14,0.68,36.5,0
9A,19,0,1.077,13.8,3.9,0.0,17,0.93,30.7,5
32B,18,1,0.684,23.9,4.99,0.0,13,0.68,31.4,0
70,8,0,1.298,18.8,4.48,0.23,11,0.86,23.0,5
9A,18,0,1.219,17.3,4.51,0.0,17,0.93,29.8,4
21C,4,0,0.265,4.0,1.0,0.0,14,0.9,29.1,0
21C,2,0,0.23,4.0,1.0,0.0,15,0.9,32.5,0
21C,5,0,0.328,6.3,1.0,0.0,11,0.9,33.8,0
23C,22,1,0.414,7.6,2.17,0.0,16,0.92,29.7,0
29C,18,0,1.33,17.9,5.0,0.0,14,0.88,39.7,4
47A,3,0,0.2,4.9,1.0,0.0,12,0.95,34.2,0
102,1,0,0.2,4.3,1.28,0.0,14,0.65,35.6,0
12E,2,0,0.2,7.3,1.0,0.0,15,0.88,29.8,0
9A,15,0,0.739,5.3,1.45,0.0,15,0.93,35.4,0
23C,4,0,0.2,10.9,1.94,0.0,11,0.92,34.8,0
47A,12,0,0.955,7.8,2.7,0.1,15,0.95,36.0,2
19C,20,0,1.165,15.0,3.27,0.0,13,0.78,41.2,4
12E,10,0,1.298,16.0,3.18,0.0,13,0.88,39.3,5
29B,20,0,1.062,20.1,3.9,0.25,10,0.7,31.2,4
M70,10,0,1.0,13.8,2.57,0.0,10,0.6,33.5,3
11D,2,0,0.2,7.7,1.54,0.0,11,0.7,38.8,0
M70,4,1,0.2,3.7,1.75,0.0,14,0.6,36.3,0
45A,18,1,0.799,15.4,4.64,0.0,16,0.91,23.8,0
5C,21,1,0.965,6.9,1.23,0.0,13,0.85,29.6,1
11D,2,0,0.2,5.5,1.42,0.1,13,0.7,34.6,0
M70,12,1,0.247,16.6,3.08,0.19,9,0.6,26.0,0
102,2,0,0.393,3.9,1.62,0.0,13,0.65,34.1,0
5C,10,1,0.46,10.7,2.61,0.0,16,0.85,27.5,0
29B,21,0,0.819,9.8,1.66,0.0,13,0.7,37.3,0
5C,19,1,0.887,20.4,4.27,0.0,13,0.85,41.6,0
29B,4,0,0.344,7.7,1.62,0.0,13,0.7,30.8,0
102,16,1,0.2,6.7,1.88,0.0,14,0.65,32.4,0
12E,19,1,1.015,15.9,4.19,0.35,15,0.88,29.8,4
104,22,1,0.267,6.8,1.63,0.0,13,0.8,40.3,0
15G,19,0,0.58,13.5,3.67,0.0,14,0.72,26.5,0
47A,17,0,1.366,17.7,4.19,0.25,11,0.95,29.6,4
32B,14,1,0.411,7.0,1.55,0.0,11,0.68,24.1,0
19C,0,0,0.28,5.8,1.49,0.0,15,0.78,30.3,0
15G,15,0,0.483,4.2,1.56,0.0,12,0.72,29.7,0
45A,10,0,1.286,16.6,2.86,0.0,11,0.91,34.2,5
29B,17,1,0.698,19.5,3.99,0.0,12,0.7,37.5,0
12E,8,0,1.112,18.4,4.52,0.0,14,0.88,30.0,5
32B,8,0,0.811,20.2,4.72,0.0,9,0.68,25.5,0
15G,14,0,0.572,9.4,1.17,0.0,11,0.72,23.6,0
5C,13,0,0.959,9.2,2.59,0.0,14,0.85,33.4,2
15G,2,1,0.2,3.6,1.05,0.0,14,0.72,25.1,0
29B,7,1,0.485,17.4,3.23,0.0,10,0.7,22.9,0
21C,0,0,0.299,7.6,1.48,0.0,13,0.9,27.0,0
29C,12,1,0.313,8.0,2.61,0.0,13,0.88,26.6,0
29B,22,0,0.542,4.6,1.0,0.0,13,0.7,37.2,0
9A,18,0,1.52,19.1,4.54,0.53,14,0.93,40.9,4
9A,15,0,0.812,4.4,1.76,0.0,14,0.93,37.4,0
19C,5,0,0.2,5.9,2.01,0.0,15,0.78,25.7,0
32B,4,0,0.2,6.9,1.83,0.27,8,0.68,40.2,0
11D,19,0,0.923,17.9,4.56,0.0,13,0.7,35.9,0
5C,22,1,0.298,4.6,1.16,0.0,16,0.85,38.3,0
9A,15,1,0.417,6.9,1.13,0.0,12,0.93,34.3,0
11D,11,1,0.226,7.1,1.0,0.24,11,0.7,33.4,0
32B,19,1,0.895,21.8,4.13,0.15,8,0.68,28.5,1
101,16,1,0.242,7.9,1.86,0.0,15,0.85,26.8,0
21C,15,0,0.437,6.9,1.2,0.0,11,0.9,32.3,0
M70,10,0,1.085,12.6,2.9,0.0,10,0.6,27.7,3
21C,3,0,0.286,7.0,1.42,0.0,14,0.9,22.3,0
45A,20,0,1.289,9.8,3.38,0.0,16,0.91,37.2,4
102,2,0,0.2,12.1,1.95,0.0,8,0.65,24.1,0
32B,21,0,1.291,4.6,2.06,0.37,14,0.68,40.6,5
29C,20,0,1.218,15.6,3.43,0.28,14,0.88,25.9,4
29B,0,0,0.234,2.0,1.26,0.0,11,0.7,39.8,0
15G,2,0,0.2,6.0,1.43,0.0,11,0.72,26.7,0
32B,4,0,0.2,5.1,1.18,0.0,14,0.68,40.1,0
19C,17,0,1.186,24.0,4.66,0.0,11,0.78,32.3,5
104,1,0,0.2,9.4,1.51,0.0,14,0.8,32.0,0
29B,9,0,0.823,19.5,4.79,0.0,9,0.7,35.9,0
9A,16,1,0.335,4.3,1.78,0.0,14,0.93,38.0,0
29B,23,0,0.319,4.8,1.87,0.0,13,0.7,29.7,0
29B,14,1,0.61,2.0,1.0,0.35,15,0.7,22.9,0
11D,20,1,0.831,18.6,3.92,0.4,14,0.7,23.2,0
32B,6,0,0.74,6.6,1.89,0.52,11,0.68,39.4,0
101,11,0,0.627,11.3,1.9,0.0,13,0.85,24.4,0
19C,17,0,0.903,21.0,4.32,0.0,13,0.78,37.6,1
15G,16,1,0.2,9.6,1.94,0.0,14,0.72,33.7,0
M70,1,1,0.2,9.4,1.99,0.0,12,0.6,36.3,0
5C,19,0,1.114,16.3,4.07,0.0,15,0.85,32.6,5
23C,8,1,0.664,21.9,5.0,0.0,17,0.92,38.5,0
9A,8,0,1.024,15.7,4.44,0.0,14,0.93,30.6,3
12E,5,1,0.285,9.4,1.53,0.0,13,0.88,33.0,0
32B,2,0,0.505,7.8,1.43,0.17,12,0.68,27.6,0
29B,1,1,0.207,5.8,1.03,0.0,12,0.7,35.4,0
15G,2,0,0.297,10.0,2.09,0.0,14,0.72,33.0,0
11D,14,0,0.804,10.7,1.81,0.0,10,0.7,33.6,0
5C,0,0,0.2,7.3,2.1,0.0,10,0.85,31.9,0
47A,23,0,0.563,5.0,2.24,0.0,15,0.95,39.4,0
45A,13,0,0.88,11.2,2.82,0.0,14,0.91,26.8,0
29B,7,0,0.807,19.6,4.28,0.0,11,0.7,32.0,0
70,10,0,0.99,9.8,2.68,0.0,16,0.86,31.1,4
102,12,0,0.574,8.3,1.6,0.0,13,0.65,30.7,0
21C,9,1,0.805,15.6,3.74,0.0,14,0.9,26.2,0
29C,20,0,1.066,15.6,3.21,0.0,12,0.88,26.3,4
47A,23,1,0.482,3.9,1.68,0.0,13,0.95,30.1,0
104,18,0,0.878,17.6,5.0,0.0,13,0.8,39.1,0
M70,17,0,0.824,19.0,3.64,0.0,13,0.6,41.1,0
102,6,0,0.607,6.3,1.0,0.0,9,0.65,40.4,0
21C,8,1,0.998,18.2,4.77,0.11,14,0.9,32.0,4
M70,23,0,0.233,4.8,1.17,0.0,11,0.6,33.8,0
32B,2,0,0.239,6.6,1.91,0.0,13,0.68,22.6,0
27D,7,0,0.823,11.7,3.08,0.0,15,0.75,30.0,0
29B,22,1,0.28,4.4,1.68,0.0,15,0.7,34.9,0
21G,4,1,0.2,6.7,1.63,0.0,15,0.92,22.1,0
45A,1,0,0.534,6.4,1.77,0.31,15,0.91,36.2,0
15G,3,0,0.2,6.6,1.34,0.0,12,0.72,40.5,0
104,17,1,0.632,15.8,4.1,0.0,13,0.8,35.4,0
27D,10,1,0.648,14.7,3.55,0.0,15,0.75,27.8,0
29C,11,0,0.781,10.2,2.76,0.0,12,0.88,31.3,0
5C,7,0,1.515,17.7,3.81,0.1,10,0.85,24.0,5
9A,3,0,0.247,5.2,1.51,0.0,15,0.93,24.1,0
9A,20,0,1.226,17.0,3.33,0.0,11,0.93,39.8,5
102,7,0,1.092,17.2,3.98,0.0,14,0.65,22.6,4
29C,4,0,0.2,4.2,1.52,0.0,16,0.88,25.4,0
102,14,0,0.783,8.5,2.35,0.0,11,0.65,33.4,0
11D,7,0,1.034,21.9,4.23,0.0,15,0.7,40.7,3
29B,19,1,0.754,17.9,4.16,0.23,15,0.7,26.8,0
27D,6,0,0.502,8.7,1.73,0.31,14,0.75,37.7,0
47A,20,0,1.243,15.5,3.39,0.0,13,0.95,27.4,4
5C,5,0,0.281,3.3,1.0,0.0,11,0.85,30.7,0
45A,20,1,0.798,13.5,3.03,0.0,12,0.91,39.5,0
29B,6,0,0.454,3.7,1.38,0.0,12,0.7,26.5,0
21C,20,0,1.481,14.1,3.27,0.0,15,0.9,29.0,5
15G,18,0,0.933,19.5,4.63,0.0,10,0.72,26.1,1
12E,12,0,0.719,11.5,2.39,0.0,11,0.88,33.7,0
M70,5,0,0.2,9.7,1.95,0.0,14,0.6,40.1,0
104,9,0,1.307,15.5,4.43,0.0,15,0.8,23.6,4
47A,12,0,0.891,9.4,2.76,0.0,15,0.95,32.5,1
19C,13,1,0.545,11.1,2.62,0.0,12,0.78,30.6,0
11D,2,1,0.2,6.7,1.0,0.0,11,0.7,22.2,0
12E,13,0,0.644,5.3,2.03,0.0,16,0.88,37.3,0
9A,16,0,0.402,4.1,1.21,0.0,16,0.93,28.9,0
23C,20,0,1.103,14.4,3.29,0.0,13,0.92,23.4,4
5C,20,1,0.739,10.9,3.2,0.0,12,0.85,24.5,0
70,2,0,0.2,5.9,1.64,0.0,14,0.86,39.5,0
29C,7,0,1.391,18.2,3.68,0.0,10,0.88,34.8,5
12E,11,0,0.936,3.1,1.66,0.0,14,0.88,23.7,1
47A,1,1,0.2,7.3,2.2,0.0,16,0.95,27.3,0
102,20,0,1.123,14.8,3.77,0.0,13,0.65,27.1,5
29B,19,0,0.932,20.7,4.29,0.0,9,0.7,39.1,0
27D,11,1,0.666,8.8,1.36,0.0,10,0.75,29.2,0
32B,1,0,0.2,3.6,1.22,0.0,14,0.68,23.0,0
11D,4,1,0.2,4.3,1.0,0.0,12,0.7,29.9,0
102,17,0,1.037,15.9,4.05,0.1,12,0.65,29.2,3
70,11,1,0.505,8.4,1.77,0.0,15,0.86,37.8,0
70,10,0,1.272,12.8,3.46,0.46,12,0.86,41.9,5
M70,20,1,0.432,20.4,4.44,0.0,10,0.6,31.9,0
45A,0,0,0.438,5.9,1.48,0.0,13,0.91,25.2,0
27D,1,0,0.2,5.1,1.0,0.0,9,0.75,23.1,0
21G,2,0,0.318,7.1,1.37,0.0,16,0.92,26.4,0
15G,23,0,0.523,6.6,1.16,0.0,9,0.72,24.4,0
23C,16,0,0.593,2.9,1.31,0.0,14,0.92,23.0,0
